title,description,url,prep_time,cook_time,total_time,servings,ingredients,instructions,image_url,recipe_category,recipe_cuisine,keywords,calories,rating_value,rating_count,review_count
Vietnamese Peanut Dipping Sauce,"This Vietnamese peanut sauce is easy to make and super flavorful. Perfect for fresh spring rolls (gỏi cuốn). 1.5 cups makes enough for about 15-20 rolls, depending on how much you like to dip!",https://www.hungryhuy.com/vietnamese-peanut-sauce/,0m,5m,5m,1.5 cups,"[Ingredients] 2 tbsp neutral cooking oil ,4 cloves garlic minced ,5 tbsp hoisin sauce ,2 tbsp smooth peanut butter ,1/2 cup water ,1 tsp sambal chile paste ,3 tbsp crushed peanuts (optional)","[Instructions] 1) Heat pan on medium heat, then add 2 tbsp neutral cooking oil and 4 cloves garlic . Saute until lightly browned. | 2) Add the rest of the ingredients except the chile paste ( 5 tbsp hoisin sauce , 2 tbsp smooth peanut butter , 1/2 cup water ) and mix to combine. | 3) Turn the heat up to medium high, and bring to a boil. | 4) Once it hits a boil immediately shut off the heat and add the 1 tsp sambal chile paste . The sauce will thicken a lot as it cools. | 5) Optional: top with a little bit of 3 tbsp crushed peanuts split among each dipping bowl.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/peanut-dipping-sauce-icon.jpg,,,,423.17 kcal,4.75,27.0,41.0
Bánh Canh Giò Heo Tôm (Vietnamese thick noodle soup with pork and shrimp),The hearty flavor from this meat and flavor-loaded noodle soup recipe pairs well with the springy and thick bánh canh noodles. This is great to make in large batches!,https://www.hungryhuy.com/banh-canh-gio-heo/,30m,60m,90m,5 Bowls,"[Soup ingredients] 2 lb pork hocks (giò heo) ask the butcher to slice into to ½” pieces if not already ,tap water ,2 tbsp salt, divided ,8 c filtered water ,1 yellow onion, halved, skin removed ,1 tbsp sugar ,1 tsp MSG (monosodium glutamate) | [Shrimp] 6-10 shrimps, medium to large ,1 tsp sugar ,⅓ tsp salt | [Noodles] 2 packs fresh bánh canh noodles, 15oz sizes | [Accoutrements, optional] 1 bunch cilantro, roughly chopped ,1 bunch green onion, roughly chopped ,4 tbsp deep fried shallots","[Instructions] 1) Clean the pork. Add all pork to a large pot, add 1 tbsp salt, add tap water until just covering the meat, and bring to a boil on high heat. Once it hits a boil, leave it alone for a minute, remove from heat, drain the water and rinse the pork under running water. | 2) Return the pork to the pot with all remaining soup ingredients and filtered water this time, but set the shrimp aside. Bring to high heat, and maintain a boil for 5 minutes, then skim the soup scum that rises to the top. | 3) Lower the heat to maintain a low boil for an additional 15 to 25 minutes, based on how tender you’d like the pork to get. | 4) Devein and peel the shrimp, sprinkle salt and sugar over them, mix, and marinate for 10 minutes. Boil water on medium high heat in a small pot and cook the shrimp in 1 or 2 batches. They’re done as soon as they turn white/pink. | 5) Cook bánh canh noodles according to package instructions, then drain. | 6) Into 5-6 bowls, evenly divide in this order: noodles, broth, pork, shrimp, accoutrements, then serve.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/noodle-lift.jpg,Soup,Vietnamese,"noodle soup, pork, rice noodles, shallots, shrimp",495.9 kcal,5.0,17.0,17.0
Cháo Gà (Vietnamese Chicken Rice Porridge / Congee),"A simple, and nourishing Vietnamese rice porridge called cháo gà. Perfect for when you're under the weather, or when you simply want a delicious rice porridge that can easily feed a large group.",https://www.hungryhuy.com/chao-ga-vietnamese-porridge/,15m,180m,195m,12 bowls,"[Ingredients] 3 lb chicken or turkey bone in, cooked or raw ,28 c filtered water ,87 g fresh ginger root peeled, sliced into 1/4"" pieces ,1 large yellow onion halved ,2 tbsp salt ,2 tbsp fish sauce ,334 g long grain white rice* ,334 g short grain white rice* | [Garnish] 2-3 tbsp ginger peeled, finely julienned ,3 stalks green onions thinly sliced ,1 bunch cilantro chopped into 1/3"" pieces ,sambal chile paste ,youtiao / dau chao quay / chinese donut","[Instructions] 1) If you're using leftover or roasted chicken or turkey, remove about 75% of the meat and reserve this to add to your soup / cháo when serving. | 2) In a large stock pot, add the chicken or turkey, 85% of the filtered water, ginger, onion, salt and fish sauce over high heat. Once it hits a boil, reduce the heat so its at a low to medium simmer. The water should just about cover all the meat and bones. If your pot is very wide, keep in mind you may be using more water than listed, and you may need to add less in the final steps later when adjusting for consistency. Skim off any scum if necessary during the boil. Keep adding water to the pot as it evaporates so the bones remain covered. | 3) After about 90-120 minutes or when the meat has softened enough to easily be pulled off the bone, remove the poultry and let cool for about 10 minutes. Using your hands or a fork, remove the rest of the meat from the bones. Add the meat back into the pot. Discard the bones, onion, and ginger, since they've given their all to the broth at this point. | 4) Rice method A (saves time): While your broth is going, cook your rice in a rice cooker . Use equal scoops rice to water, it should finish cooking before your broth above is ready. Add the cooked rice to the pot and simmer on medium to soften the rice. About 10-20 min. | 5) Rice method B (less things to wash): Add all the raw rice to the pot and return to the heat on high until it hits a boil. Then lower the heat to a low-medium simmer until the rice is cooked and hits a soft consistency you like. It will take about 45-60 minutes depending on your stove. Here's the consistency after boiling, but before adjusting with more water. | 6) Once the rice is cooked to the doneness you like, which should be very soft way beyond al dente and beyond how you'd eat it outside of soup, adjust the water level . Fun fact, for my family soup thickness is a huge point of contention. Do what you want. Personally, I don't want the soup like a thick paste, but also don't want it so thin that you only see water when looking down at the pot. I want the soup to have a little substance and feel filling. | 7) Reseason the soup. Reseason with just salt, just fish sauce or equal parts of both to taste. The seasoning measured above is intentially less salt than we need so we can reseason here based on how thick you decided to make the soup. | 8) Remove from the heat, serve with garnish and accoutrement, and enjoy!",https://www.hungryhuy.com/wp-content/uploads/chao-ga-sq.jpg,"Breakfast, Dinner, Lunch, Snack","Chinese, Vietnamese","congee, porridge, soup",690.14 kcal,4.91,10.0,19.0
Chè Ba Màu - Vietnamese Three Color Dessert,"Chè Ba Màu is a delicious and easy to make colorful, three layer Vietnamese dessert that is topped with shaved ice and flavorful coconut sauce.",https://www.hungryhuy.com/che-ba-mau/,130m,45m,1615m,4 cups,"[Mung bean layer] ½ c dried split mung beans ,4 ¾ c water ,3 tsbp sugar | [Pandan jelly layer] 1 tbsp 100% agar agar powder Telephone brand ,2 c water ,¼ tsp pandan extract ,3 tbsp sugar | [Red bean layer] 1 can boiled red bean paste 16.75 oz | [Coconut sauce] 7 oz coconut cream ,2 tbsp sugar ,⅓ tsp salt ,½ tsp tapioca or cornstarch | [Other] 4 c shaved ice","[Mung bean layer] 1) Rinse ½ cup of mung bean under running water. | 2) In a container, add ½ cup dried mung bean and four cups of water. Soak the beans for at least four hours or overnight. | 3) After soaking, drain the mung beans and add to your rice cooker. Add ¾ cup of water and close the lid. Use the regular rice option or put a 40 minute timer to cook the beans. | 4) After the rice cooker is done, use your paddle to mash the beans (this should be very easy since the beans have softened immensely). Add three tablespoons of sugar and continue to mash and mix. Move to a container to rest, and cool in the fridge until assembly. | [Pandan jelly layer] 1) In a saucepan, bring the water to a boil and mix in the agar agar and sugar until it thoroughly dissolves. Lower the heat and add the pandan extract. Mix this until the liquid turns green and move to a glass container to cool. | 2) When it’s at room temperature, move to the fridge to chill for two hours. The pandan jelly should be firm to the touch and easily remove from the glass container. | 3) Cut the jelly into your preferred shape to eat. I prefer small bite-sized squares or thin strips. | [Coconut sauce] 1) In a saucepan, mix together the coconut cream, sugar, and salt over medium heat. | 2) Add the tapioca starch carefully with a whisk. Cook for about one to two minutes until it thickens to the consistency of diluted pudding. | 3) Remove from the heat and move to a glass container to cool. Chill in the fridge until time of assembly. | [Assembly] 1) I like to fridge all the layers at least 30 minutes before assembly to keep everything cold, this is optional. | 2) For the shaved ice, I used about four cups of ice and an ice shaving machine, but you can also use a strong blender. | 3) I prefer to layer the ingredients in this way: shaved ice, red bean paste, mung beans, pandan jelly, shaved ice, and coconut sauce. You can add mini layers of ice in between to make it extra cold and break up the dense beans too.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/vietnamese-three-color-che.jpg,Dessert,Vietnamese,"beverage, che, vietnamese dessert",316 kcal,5.0,4.0,6.0
Chicken Liver Pâté (great for bánh mì),This creamy and buttery chicken liver pate is an easy to follow recipe and you'll want to make this for any Vietnamese bánh mì sandwich.,https://www.hungryhuy.com/chicken-liver-pate/,10m,25m,635m,6 servings,"[Ingredients] 1 lb chicken livers ,1 c milk ,½ lb ground pork minced ,1 tbsp vegetable oil ,¾ c yellow onion (about 1 small onion) chopped ,1 tbsp garlic (about 5 cloves) minced ,4 tbsp butter unsalted ,2 tsp white sugar ,1 tsp fish sauce ,1 tbsp heavy cream ,1 tbsp bourbon ,1 tsp salt ,½ tsp black pepper","[Instructions] 1) Prep liver by cleaning the livers under running water to remove any random debris and using a knife to cut out fatty pieces or dark brown spots. | 2) Put the livers into a glass container, pour milk until it covers all of the livers, and cover with a lid. Marinade the livers in milk overnight in the fridge. | 3) The day after, remove the livers from the fridge, transfer them into a strainer to remove the excess milk, and rest on the counter to get to room temperature (about 20 minutes before cooking). | 4) Place the ground pork in the food processor and grind until it’s minced. | 5) In a large saucepan over medium heat, add the vegetable oil and saute the onions for about two minutes or until fragrant, then add the garlic and saute for another one minute. Add the butter and stir until it melts. | 6) Add the chicken livers and ground pork in the saucepan and simmer for 2 minutes. | 7) Then, mix in the other ingredients into the saucepan and cook for about 7 minutes or until the liver’s temperature measures to about 160 °F and it feels firmer to the touch. The whole cooking time should not take longer than 15 minutes. | 8) Turn off heat and let the liver mixture come to room temperature for about 30 minutes. | 9) Once it’s cooled down, add everything into a food processor and chop until it’s smooth. Option to strain if you want a smoother texture. | 10) Transfer the pâté to containers and cling wrap over the top of the container to prevent the pâté from drying out. Chill in the fridge for at least 2 hours to let it form. | 11) Optional: line containers with cling wrap to prevent it from sticking after forming in the fridge. I like to use airtight containers with a lid so the pâté will stay fresh in the fridge. You also can add a top layer of clarified butter to further keep the pâté from molding. | 12) Transfer the pâté from the fridge and onto a serving container and eat immediately. Fresh pâté can be stored in the fridge for up to three to four days. You can also freeze untouched pâté too.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/liver-pate-closeup.jpg,"Appetizer, Sides",Vietnamese,"banh mi, chicken liver, pate",332.5 kcal,5.0,11.0,20.0
Chinese Sausage with Sticky Rice (Xôi Lạp Xưởng),"Al dente and sticky rice with plump and juicy pieces of flavorful lap cheong, this recipe will teach you a very simple and easy recipe to enjoy Chinese sausage on a weeknight.",https://www.hungryhuy.com/chinese-sausage/,2m,20m,502m,2 servings,"[Ingredients] 208 g glutinous sticky rice ,48 fl oz water plus more for steamer ,93 g Chinese sausages | [Ingredients] 2 c cooked white rice day old rice preferably ,58 g carrot diced and cooked ,71 g peas cooked ,25 g garlic minced ,5 g green onions sliced ,2 links Chinese sausage cut in half horizontally & sliced into ¼ inch thick pieces ,3 large eggs ,22 g vegetable oil ,34 g soy sauce ,14 g oyster sauce ,.75 g kosher salt Diamond Crystal brand ,.25 g black pepper ,1 g MSG","[Instructions] 1) In a mixing bowl, combine the glutinous rice and water. Cover with a lid or towel and let rest for at least 8 hours. | 2) In a pot of water over medium-high heat, add the steamer and line with the cheesecloth. Preheat the steamer for about 2 minutes or until you start to see steam rising above the steamer. | 3) Drain the water from the soaked rice. | 4) Add rice to the preheated steamer lined with cheesecloth and spread evenly. Add the Chinese sausages on top of the rice at least 1 inch apart. | 5) Cover with the lid and steam for 20 minutes. Make sure to add water to the pot throughout the steaming process so the pot doesn’t run out of water. | 6) Open the lid and check the texture of the rice, it should be plump, soft, and chewy. The rice should not be mushy or too hard. If the texture is too al dente for your preference, you can close the lid and continue to cook for an additional 2 minutes before checking the texture again. Cook until it reaches the final desired texture because it will not continue to cook once you remove it from the heat. | 7) Transfer the rice into bowls. Cut the Chinese sausage into bite-size pieces. Serve immediately. | [Instructions] 1) Prep your rice by using a fork or your hands to break apart some of the rice grains. | 2) Wash carrots, peel the skin and dice them into ¼ inch pieces. Place them in a bowl of water and microwave on high for 2 minutes, or until the carrots are al dente. | 3) Place your peas in a bowl and microwave them on high for 1 minute, or until they are fully cooked, but not mushy. | 4) Mince the garlic. Clean and slice the green onions and set them aside. | 5) Slice the Chinese sausage in half horizontally. Cut them into bite-sized pieces, about ¼ inch thick pieces. | 6) Crack two eggs in a large mixing bowl and whisk until combined. Add the day-old rice into this bowl and mix them together. | 7) Mix the soy sauce and oyster sauce in a bowl and set aside. | 8) In a large saucepan over medium-low heat, add the vegetable oil and garlic. Stir around the garlic in the pan for about 30 seconds or until it’s fragrant but not too browned. | 9) Add the Chinese sausage and cook for about 3-4 minutes or until the sausages begin to sear at the edges. | 10) Add the egg and rice mixture in the pan and continue to stir and cook for about 5-7 minutes or until the rice turns a nice golden yellow–this means the eggs are cooked. | 11) Add the peas and carrots to the pan and stir until it’s incorporated. | 12) Add the soy sauce and oyster sauce and mix until it’s incorporated. | 13) Use your spatula to make an empty circle in the middle of the pan and crack the third egg in the middle. Use your spatula to beat the egg while it cooks. After it becomes a scrambled egg, mix with the rest of the fried rice. | 14) Season with salt, black pepper, and msg and mix to fully incorporate all the seasonings. Taste test the rice and adjust seasoning if needed. | 15) Sprinkle with the green onions and serve immediately.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/chinese-sausage-closeup.jpg,"Breakfast, Dinner, Lunch","Asian, Chinese","steamed rice, sticky rice",479.8 kcal,5.0,2.0,2.0
How to Cook Rice in a Microwave,Microwaveable rice is perfect for those who don't have a rice cooker at home or want to stand in front of a stove and cook rice. This hands off method is just as quick as making rice in a rice cooker!,https://www.hungryhuy.com/how-to-cook-rice-in-a-microwave/,2m,30m,32m,4 servings,"[Long grain rice] 2 c long grain rice ,3 c water | [Medium grain rice] 2 c medium grain rice ,2 ⅔ c water | [Short grain rice] 2 c short grain rice ,2 ½ c water","[Instructions] 1) Measure your rice and rinse under running water. I like to use a strainer so it’s faster. Add the rice into your microwavable bowl. | 2) Measure your water and add to the microwavable bowl. | 3) Place the bowl inside the microwave and microwave on high for ten minutes. | 4) Then, open your microwave to check on the rice. The water should now have evaporated a bit and lowered to be matching the level of the rice. If there is too much water, remove some so the rice barely peeks through the top of the water. | 5) Take a dish towel and cover your bowl and continue to microwave at half power for 15 minutes. | 6) Then, leave the rice to rest for five minutes. | 7) Carefully remove the rice bowl with oven mitts or towels and fluff the rice to make sure it’s evenly cooked. Serve and enjoy!",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/bowl-o-rice.jpg,Sides,Asian,"microwave rice, rice",1119.1 kcal,5.0,14.0,23.0
How to Cook Rice in a Rice Cooker,This recipe shows you how easy it is to cook rice in a rice cooker!,https://www.hungryhuy.com/how-to-cook-rice-in-a-rice-cooker/,2m,30m,32m,6 servings,"[Ingredients] 2 c rice short grain, long grain, or medium grain ,tap water for rinsing ,2 c filtered water","[Instructions] 1) Measure out 2 c rice and add to the rice maker pot. My rice maker comes with a measuring cup and I always use this to measure both rice and water. | 2) Rinse the rice in the pot under cold running tap water . Use your hands to move the rice around gently to clean the grains. Pour out the water once it starts to change color. Repeat this process 2 times. Make sure to drain all the water when finished. | 3) After you clean the rice and remove the rinsing water, add 2 c filtered water to the pot. | 4) Return the rice pot to the rice maker. Make sure your rice maker is on and follow the manual instructions. Our rice cooker provides a “quick” setting along with a “normal” setting. I more often than not choose “quick” because it gives me the same results for a shorter amount of time. While the rice is cooking, do not lift the lid so as not to lose steam. | 5) Once the rice is done, leave the cooker closed for an additional 5 minutes before opening. It will be flat on the surface. | 6) Open the lid and fluff the rice with a rice paddle. | 7) Serve rice onto bowls and enjoy.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/fluffing-rice.jpg,Side Dish,"Asian, Vietnamese","jasmine rice, medium grain rice, rice, short grain rice",225 kcal,4.95,34.0,47.0
How to Make Sticky Rice (Easy and Foolproof Method),"This recipe will give you glossy, plump, and chewy sticky, glutinous rice for your next dessert or savory side.",https://www.hungryhuy.com/how-to-make-sticky-rice/,2m,18m,500m,2 servings,"[Ingredients] 208 g glutinous sticky rice ,6 c water plus more for steamer","[Instructions] 1) In a mixing bowl, combine the glutinous rice and water. Cover with a lid or towel and let rest for at least 8 hours. | 2) In a pot of water over medium-high heat, add the steamer and line with the cheesecloth. Preheat the steamer for about 2 minutes or until you start to see steam rising above the steamer. | 3) Drain the water from the soaked rice. | 4) Add rice to the preheated steamer lined with cheese cloth and spread evenly. | 5) Cover with the lid and steam for 17-18 minutes. Make sure to add water to the pot throughout the steaming process so the pot doesn’t run out of water. | 6) Open the lid and check the texture of the rice, it should be plump, soft and chewy. The rice should not be mushy or too hard. If the texture is too al dente for your preference, you can close the lid and continue to cook for an additional 2 minutes before checking the texture again. Cook until it reaches the final desired texture because it will not continue to cook once you remove it from the heat. | 7) Serve immediately.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/steamed-sticky-rice-sq.jpg,"Appetizer, Side Dish, Sides",Asian,"glutinous rice, sticky rice, sweet rice",384.8 kcal,5.0,2.0,2.0
Vegan Pandan Waffle Recipe (Bánh Kẹp Lá Dứa),"Amazingly aromatic vegan pandan waffles, that are crispy on the outside and chewy, mochi-like on the inside. This is the veganized verison of my original pandan waffles.",https://www.hungryhuy.com/vegan-pandan-waffles/,10m,15m,85m,8 waffles,"[Pandan Option 1 – Natural Extract (preferred)] 35 g pandan leaves fresh or frozen, cut into 3"" sections ,1/2 c water | [Pandan Option 2 – Artificial Extract (easier)] 2-4 drops artificial pandan extract ,1/2 c water | [Waffle] 285 g tapioca starch ,73 g rice flour ,75 g all-purpose flour ,200 g granulated white sugar ,10 g baking powder ,1 g salt ,150 g egg replacement I used JUST Egg brand or aquafaba ,388 g coconut cream ,5 g neutral cooking oil plus more for the waffle iron","[Pandan Option 1 – Natural Extract (preferred)] 1) Defrost pandan leaves and scrub leaves under running water to clean. | 2) Cut leaves into three inch sections, add to your blender. | 3) Add the water, blend until you no longer see large chunks. About 20s in my blender. | 4) Strain the pulp, and squeeze out as much liquid as you can from the pulp. | [Pandan Option 2 – Artificial Extract (easier)] 1) Add 1 drop of extract to your batter and fully mix to see if you lke the color, and keep adding 1 at a time and mixing until its your preferred color. Try not to add to much so it remains natural looking. | [Waffle] 1) In a medium sized mixing bowl, add the tapioca starch, rice flour, all purpose flour, sugar, baking powder, and salt. | 2) In a separate, larger mixing bowl, add the egg replacement, coconut cream, pandan extract, and oil, then mix. | 3) Sift the dry ingredients into the wet ingredient bowl and mix for a bit to incorporate the ingredients, being careful not to mix it too much. The batter should be a bit thick and have some lumps still. | 4) Rest the batter on the counter for one hour, so the flour can hydrate. If you will not make the waffles at the one hour mark, you can put the batter straight into the fridge in an air tight container and rest for up to one week. | 5) Pre-heat your waffle iron, remove the batter from the fridge, and mix the batter. Mix the batter just before scooping any onto the waffle iron. | 6) The amazing waffle and coconut smell will become pretty strong just before it finishes cooking. Don't open the iron to check until your iron's indicator light says it's ready, but mine took an extra ~20 seconds after the ready light went off. | 7) Remove the waffle and cool a bit before serving, as it crisps up after a short resting period. Make sure to mix the batter again before making every waffle! You can store the leftover batter in the fridge for up to one week.",https://www.hungryhuy.com/wp-content/uploads/vegan-pandan-waffle-sq.jpg,"Breakfast, Dessert",Vietnamese,"pandan leaf, waffles",532.25 kcal,5.0,5.0,6.0
Vietnamese Spicy Lemongrass Chicken (Gà Xào Sả Ớt),"Spicy lemongrass chicken is an aromatic and easy, one-pot recipe that is perfect for a shared family meal.",https://www.hungryhuy.com/vietnamese-lemongrass-chicken/,10m,15m,25m,2 servings,"[Chicken & marinade] 1 lb chicken cut into bit-sized pieces ,1 tsp salt ,2 tsp sugar ,⅓ tsp MSG or chicken bouillon optional | [Aromatics] 4 tbsp neutral cooking oil ,3 tbsp shallots minced ,1 tbsp garlic minced ,4-5 tbsp lemongrass minced | [Chile Sauce] 2 tbsp fish sauce ,1 tbsp sambal ,½ c coconut juice or lemon-lime soda, or water | [Garnish] ½ medium onion cut into slivers optional ,1 stalk green onion cut into 2 inch pieces optional","[Instructions] 1) Marinade: Combine chicken and marinade ingredients, and let it sit to marinate for 15 minutes. | 2) Mince aromatics: Clean the lemongrass, remove the outer layers of rough leaves and find the yellow leaves inside. Slice the lemongrass roots into ⅛” slices first, then add to a food processor to finely mince and set aside. Mince/process the garlic then set aside. Mince/process shallots and set aside. | 3) Make the chile sauce: Combine fish sauce, sambal, and coconut juice and mix to combine. | 4) Pat dry your chicken, cut into bite size pieces. | 5) In a pan over medium-high heat, add four tbsp of oil and add the shallots and saute until light brown. Add the garlic and saute until light brown. Add lemongrass and stir until fragrant. Add the chicken and brown it a little. | 6) Lower to medium heat, add the Chile Sauce. Stir to mix, taste and adjust as necessary, then cover with a lid. After about five minutes, stir a bit, retaste and reseason if necessary, add more cooking time if needed. | 7) Add the garnish about 1-2 minutes before the chicken finishes cooking to soften a bit. The dish is done once the chicken reaches an internal temp of 165 °F, or until the center of the chicken is no longer pink. | 8) Serve with a side of rice.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/ga-xa-ot.jpg,Dinner,Vietnamese,"lemongrass chicken, spicy chicken, Vietnamese lemongrass chicken",556 kcal,4.88,24.0,41.0
Avocado Smoothie Recipe (Sinh Tố Bơ),This super easy avocado smoothie recipe will give you an almost sinful dessert with the richness of and extra texture formed by frozen Haas avocado slices.,https://www.hungryhuy.com/avocado-smoothie/,5m,5m,70m,1 servings,"[Ingredients] 1 medium Haas avocado sliced and frozen ,½ c ice ,⅓ c milk (add more if you want to thin smoothie) ,¼ c condensed milk (add more if you want a sweeter smoothie)","[Instructions] 1) To make the frozen avocado slices, cut ripe avocados in medium sized slices. Line a sheet pan with wax paper and place the avocado slices individually on the pan. Place this sheet in the freezer for one hour. When they have frozen, you can use them for the smoothie or put them in a freezer safe container. | 2) To make the smoothie, add all the ingredients into a strong blender. Consistency should be super thick with small chunks of the frozen avocados. | 3) This ratio is not too sweet, but you can adjust the amount of condensed milk for a sweeter taste. To make this a smoother consistency, you can add more milk too. | 4) Pour the smoothie into a glass and eat with a straw or spoon (it’s that thick!).",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/drinking-avo-smoothies.jpg,Beverage,Vietnamese,"avocado smoothie, Sinh To Bo, Vietnamese drink",617 kcal,5.0,7.0,10.0
Bò Kho (Vietnamese Beef Stew),"An easy to make, mouth-meltingly tender braise loaded with herbs and aromatics, in a broth that will have you going back with more Vietnamese baguette!",https://www.hungryhuy.com/bo-kho-recipe-vietnamese-beef-stew/,20m,90m,140m,8 servings,"[Ingredients] 2 lb beef shank cut into 3/4 – 1"" pieces ,tap water ,1 tbsp salt | [Marinade] 2 tbsp soy sauce ,2 tbsp hoisin sauce ,2 tsp salt ,1 tsp Vietnamese beef stew seasoning | [Aromatics] 2 tbsp neutral cooking oil ,4 cloves garlic roughly chopped ,1 tsp paprika optional, for extra color boost | [Broth] 1 tbsp Vietnamese beef stew seasoning ,1 medium onion quartered ,1.5 tbsp fresh ginger sliced or pounded ,1-2 stalks lemon grass use ~7"" of the aromatic root area, pounded ,2 tbsp tomato paste ,2 tbsp dark soy sauce ,3-4 pods star anise ,4-5 bay leaves ,1 can chicken broth about 2 cups ,6 oz coconut soda, Coke, or Sprite ,5 c filtered water or enough to barely cover the ingredients ,2-3 carrots peeled, cut into 1"" chunks | [Accoutrement] 6 12"" Vietnamese bread loaves ,2 sliced jalapenos ,1 sliced lemon ,salt and pepper ,1 bunch Thai basil","[Instructions] 1) Clean the meat. Add beef to a large pot and add 1 tbsp salt and enough tap water to barely cover the meat. Bring to a boil on high heat, and once it hits a boil for 30 seconds, kill the heat, drain, and rinse under running water to clean. If you haven't cut the meat into 3/4 – 1"" pieces yet, do it now. | 2) Marinate the meat. Add all marinade ingredients to the meat in a covered bowl or a bag for at least two hours, but overnight would be better. | 3) Aromatics. Preheat a large pot on medium high. When hot, add the oil, let it warm a bit, then add all the garlic and stir to slowly saute until it turns light brown. Then add the paprika an stir until it releases its aroma, about 30 seconds. | 4) Broth. Add all broth ingredients to the pot except the carrots. Turn the heat to high until it hits a boil, then reduce heat so it maintains a low boil. Cook until the meat is as tender as you'd like it, about 60-90 minutes. Add carrots towards the final 10 minutes so it softens. Discard the cooked onions and star anise pods. | 5) Serve with accoutrement as shown: tearing fresh Thai basil onto your plate, taking occasional bites of jalapeno, and dipping a few pieces of meat into the salt / pepper / lemon juice side for variety.",https://www.hungryhuy.com/wp-content/uploads/viet-beef-stew-closeup.jpg,"Dinner, Lunch",Vietnamese,"beef, beef stew, bread, stew, vietnamese",168 kcal,5.0,60.0,88.0
Bò Lúc Lắc (Vietnamese Shaking Beef) with Tomato Rice,"This homemade shaking beef recipe is full of tender bites of beef, vegetables, and tomato rice that will make you want to eat more.",https://www.hungryhuy.com/bo-luc-lac-recipe/,15m,45m,120m,2 servings,"[Beef Marinade] 1 lb beef ribeye cut into 1-1½"" cubes ,1 tbsp oyster sauce ,1 tbsp soy sauce ,1 tsp garlic minced ,2 tbsp garlic oil ,½ tsp sugar ,1 tsp cornstarch or tapioca starch for coating beef ,vegetable oil ,Maggi for salt | [Tomato Rice] 1 tbsp vegetable oil ,1 tsp garlic minced ,1 c cooked long grain rice ,1 tbsp tomato paste ,Fish sauce to taste or salt or Maggi | [Sauteed Vegetables] 1 tbsp vegetable oil ,½ white or yellow onion cut into large 1½"" chunks ,1 bell pepper cut into large 1½"" chunks ,½ stalk green onion cut into 2"" pieces","[Shaking Beef] 1) Combine all the ingredients and beef except for the cornstarch in a bowl and marinate for at least 1 hour. | 2) While this marinates, wash and prep all the veggies. | 3) Before cooking, transfer the beef to another plate to remove excess liquid and to come to room temp for about an hour. | 4) Coat each piece of beef in cornstarch. Heat a pan on medium high or high, then brown the meat on all sides in about 2-4 batches depending on the size of your pan. | 5) Once you have cooked all your beef, add them into a pan with the vegetables over medium-low heat, and stir for about 2 minutes. | 6) Plate the veggies and beef. Add some Maggi to salt to taste. | [Tomato Rice] 1) Prepare and cook 1 c of rice as you would normally. I like to use a rice cooker and follow the instructions. | 2) In a large pan over medium heat, add oil and garlic until fragrant and brown. Stir the garlic so it doesn’t burn. | 3) Add the rice and stir thoroughly to coat with the garlic. | 4) Add the tomato paste and continue to stir to incorporate the red coloring evenly throughout the rice. | 5) Add a few splashes of fish sauce and taste the rice. I would start with two dashes and build from there, you don’t want to add too much saltiness since this will be eaten with the beef. | [Vegetables] 1) Wash and prep all vegetables. | 2) Put 1 tbsp of oil in a pan over medium heat. | 3) Add the onions and bell peppers. Saute for about 2 minutes until the onions turn slightly translucent, but not too soft. | 4) Add green onions last to prevent them from wilting, stir to mix. | 5) Remove the vegetables and place aside in a bowl. You will be mixing these again with the beef.",https://www.hungryhuy.com/wp-content/uploads/bo-luc-lac-n-veggies.jpg,"Dinner, Main Course",Vietnamese,"beef, Vietnamese Cuisine",874 kcal,4.99,72.0,76.0
